positionType,positionNum,publishTime,positionline,positionname,workLocation
技术类,2,2019-03-13,position_detail.php?id=47513&keywords=&tid=0&lid=0,23671-企鹅号前端开发（北京）,北京
技术类,1,2019-03-13,position_detail.php?id=47516&keywords=&tid=0&lid=0,23671-企鹅号数据开发工程师（北京）,北京
技术类,2,2019-03-13,position_detail.php?id=47517&keywords=&tid=0&lid=0,PCG09-信息流后台开发工程师,深圳
产品/项目类,1,2019-03-13,position_detail.php?id=47519&keywords=&tid=0&lid=0,15570-高级关卡策划（FPS/TPS射击类）,深圳
技术类,1,2019-03-13,position_detail.php?id=47520&keywords=&tid=0&lid=0,30627-腾讯广告Java开发工程师（广告安全）,北京
技术类,1,2019-03-13,position_detail.php?id=47506&keywords=&tid=0&lid=0,PCG09-信息流产品高级数据分析师,深圳
产品/项目类,1,2019-03-13,position_detail.php?id=47507&keywords=&tid=0&lid=0,PCG09-信息流产品垂类高级产品经理（搞笑品类）,深圳
产品/项目类,2,2019-03-13,position_detail.php?id=47508&keywords=&tid=0&lid=0,PCG09-短视频高级产品运营经理,深圳
产品/项目类,1,2019-03-13,position_detail.php?id=47510&keywords=&tid=0&lid=0,22088-体育电商运营,北京
内容编辑类,2,2019-03-13,position_detail.php?id=47511&keywords=&tid=0&lid=0,22088-体育潮流垂直内容运营,北京
技术类,1,2019-03-13,position_detail.php?id=47512&keywords=&tid=0&lid=0,WXG02-121 微信安全大数据高级工程师（广州）,广州
技术类,2,2019-03-13,position_detail.php?id=47502&keywords=&tid=0&lid=0,22989-视频云高级Web前端开发,深圳
产品/项目类,1,2019-03-13,position_detail.php?id=47503&keywords=&tid=0&lid=0,15605-动作RPG手游游戏活动策划,深圳
产品/项目类,1,2019-03-13,position_detail.php?id=47504&keywords=&tid=0&lid=0,19511-内容运营经理（深圳）,深圳
市场类,1,2019-03-13,position_detail.php?id=47505&keywords=&tid=0&lid=0,30626-腾讯广告OTT智能电视广告销售经理（南区）,广州
职能类,1,2019-03-13,position_detail.php?id=47497&keywords=&tid=0&lid=0,HGJ-senior legal counsel(MA),深圳
市场类,1,2019-03-13,position_detail.php?id=47498&keywords=&tid=0&lid=0,19837-电影新媒体媒介经理,北京
职能类,1,2019-03-13,position_detail.php?id=47499&keywords=&tid=0&lid=0,HGJ-Legal Counsel (Technology Transactions),深圳
技术类,1,2019-03-13,position_detail.php?id=47500&keywords=&tid=0&lid=0,31504-云服务平台部--服务运营中心总监,深圳
技术类,1,2019-03-13,position_detail.php?id=47501&keywords=&tid=0&lid=0,22989-经营平台产品中心web前端开发,深圳
设计类,1,2019-03-13,position_detail.php?id=47492&keywords=&tid=0&lid=0,15573-MMORPG UE4手游资深美术3D设计（上海）,上海
设计类,1,2019-03-13,position_detail.php?id=47493&keywords=&tid=0&lid=0,15573-MMORPG UE4手游3D动画设计师（上海）,上海
设计类,1,2019-03-13,position_detail.php?id=47494&keywords=&tid=0&lid=0,15573-MMORPG UE4手游3D特效美术师（上海）,上海
设计类,1,2019-03-13,position_detail.php?id=47495&keywords=&tid=0&lid=0,15573-MMORPG UE4手游交互设计师(上海),上海
职能类,1,2019-03-13,position_detail.php?id=47496&keywords=&tid=0&lid=0,21645-高级法律顾问,深圳
职能类,2,2019-03-13,position_detail.php?id=47486&keywords=&tid=0&lid=0,29050-数据安全经理/专家（深圳）,深圳
职能类,2,2019-03-13,position_detail.php?id=47487&keywords=&tid=0&lid=0,29050-数据安全经理/专家（北京）,北京
职能类,1,2019-03-13,position_detail.php?id=47488&keywords=&tid=0&lid=0,AQ-行业合作经理（北京）,北京
职能类,1,2019-03-13,position_detail.php?id=47489&keywords=&tid=0&lid=0,AQ-行业合作经理（深圳）,深圳
市场类,1,2019-03-13,position_detail.php?id=47490&keywords=&tid=0&lid=0,27554-腾讯音乐商业制片人（上海）,上海
技术类,1,2019-03-13,position_detail.php?id=47491&keywords=&tid=0&lid=0,30361-天天P图图像处理后台开发（上海）,上海
产品/项目类,1,2019-03-13,position_detail.php?id=47479&keywords=&tid=0&lid=0,22086-腾讯体育-内容消费高级产品经理,北京
产品/项目类,1,2019-03-13,position_detail.php?id=47480&keywords=&tid=0&lid=0,22086-体育号CP管理产品经理 ,北京
产品/项目类,1,2019-03-13,position_detail.php?id=47481&keywords=&tid=0&lid=0,22086-体育号高级产品经理,北京
职能类,1,2019-03-13,position_detail.php?id=47484&keywords=&tid=0&lid=0,AQ-产品安全经理（深圳）,深圳
职能类,1,2019-03-13,position_detail.php?id=47485&keywords=&tid=0&lid=0,AQ-产品安全经理（广州）,广州
职能类,1,2019-03-13,position_detail.php?id=47473&keywords=&tid=0&lid=0,29316-HRBP（深圳）,深圳
产品/项目类,1,2019-03-13,position_detail.php?id=47474&keywords=&tid=0&lid=0,18432-基金高级分析师,深圳
产品/项目类,1,2019-03-13,position_detail.php?id=47475&keywords=&tid=0&lid=0,21309-在线教育流量运营及销转专家（运营/增长黑客）,深圳
市场类,1,2019-03-13,position_detail.php?id=47476&keywords=&tid=0&lid=0,28481-高级医疗商务拓展经理（北京）,北京
内容编辑类,2,2019-03-13,position_detail.php?id=47477&keywords=&tid=0&lid=0,21882-高级医学编辑（深圳/北京）,北京
内容编辑类,2,2019-03-13,position_detail.php?id=47478&keywords=&tid=0&lid=0,27553-腾讯音乐人曲库运营,深圳
技术类,1,2019-03-13,position_detail.php?id=47468&keywords=&tid=0&lid=0,PCG10-浏览器阅读中心后台开发工程师（深圳）,深圳
技术类,2,2019-03-13,position_detail.php?id=47469&keywords=&tid=0&lid=0,PCG10-浏览器阅读中心前端开发工程师（深圳）,深圳
技术类,1,2019-03-13,position_detail.php?id=47470&keywords=&tid=0&lid=0,PCG10-浏览器阅读中心PUGC内容推荐算法工程师,深圳
产品/项目类,1,2019-03-13,position_detail.php?id=47471&keywords=&tid=0&lid=0,PCG10-高级产品经理（工具产品方向）,成都
产品/项目类,1,2019-03-13,position_detail.php?id=47472&keywords=&tid=0&lid=0,18432-策略分析师,深圳
产品/项目类,1,2019-03-13,position_detail.php?id=47460&keywords=&tid=0&lid=0,30628-腾讯广告平台高级产品经理（上海）,上海
内容编辑类,1,2019-03-13,position_detail.php?id=47462&keywords=&tid=0&lid=0,30361-企鹅FM小说频道运营,北京
产品/项目类,1,2019-03-13,position_detail.php?id=47463&keywords=&tid=0&lid=0,22088-体育电商产品经理,北京
产品/项目类,1,2019-03-13,position_detail.php?id=47464&keywords=&tid=0&lid=0,26787-海外业务产品运营经理,深圳
产品/项目类,1,2019-03-13,position_detail.php?id=47465&keywords=&tid=0&lid=0,18402-MMO手游-平台渠道运营,深圳
技术类,1,2019-03-13,position_detail.php?id=47453&keywords=&tid=0&lid=0,WXG02-113 微信数据平台开发工程师（深圳）,深圳
市场类,1,2019-03-13,position_detail.php?id=47456&keywords=&tid=0&lid=0,29311-智慧出行产业品牌经理（北京）,北京
技术类,3,2019-03-13,position_detail.php?id=47457&keywords=&tid=0&lid=0,S2-区块链应用开发工程师（深圳）,深圳
技术类,1,2019-03-13,position_detail.php?id=47458&keywords=&tid=0&lid=0,31458-信用卡业务后台开发工程师,深圳
产品/项目类,1,2019-03-13,position_detail.php?id=47459&keywords=&tid=0&lid=0,18432-浮动收益产品运营经理,深圳
内容编辑类,1,2019-03-13,position_detail.php?id=47449&keywords=&tid=0&lid=0,23673-短视频热点运营（北京）,北京
技术类,3,2019-03-13,position_detail.php?id=47450&keywords=&tid=0&lid=0,15851-游戏测试工程师（深圳）,深圳
技术类,3,2019-03-13,position_detail.php?id=47451&keywords=&tid=0&lid=0,15851-游戏专项测试开发工程师(深圳),深圳
技术类,1,2019-03-13,position_detail.php?id=47452&keywords=&tid=0&lid=0,30359-视频业务运维工程师,深圳
产品/项目类,1,2019-03-13,position_detail.php?id=47442&keywords=&tid=0&lid=0,TME-全民K歌高级数据分析产品经理,深圳
技术类,1,2019-03-13,position_detail.php?id=47443&keywords=&tid=0&lid=0,28601-微信支付智能硬件专家,深圳
技术类,2,2019-03-13,position_detail.php?id=47444&keywords=&tid=0&lid=0,22989-腾讯云网络高级后台开发工程师（上海/北京）,上海
产品/项目类,1,2019-03-13,position_detail.php?id=47445&keywords=&tid=0&lid=0,WXG03-212 小程序产品策划（广州）,广州
产品/项目类,1,2019-03-13,position_detail.php?id=47446&keywords=&tid=0&lid=0,WXG01-212 微信高级产品策划经理（广州）,广州
技术类,2,2019-03-13,position_detail.php?id=47448&keywords=&tid=0&lid=0,TEG05-高级图像算法研究员（北京）,北京
内容编辑类,1,2019-03-13,position_detail.php?id=47437&keywords=&tid=0&lid=0,29912-微视音乐编辑,北京
设计类,1,2019-03-13,position_detail.php?id=47438&keywords=&tid=0&lid=0,15611-资深2D角色设计师（深圳）,深圳
设计类,1,2019-03-13,position_detail.php?id=47439&keywords=&tid=0&lid=0,15611-高级UnrealEngine技术美术（深圳）,深圳
设计类,1,2019-03-13,position_detail.php?id=47440&keywords=&tid=0&lid=0,15611-资深3D动画设计师（深圳）,深圳
产品/项目类,2,2019-03-13,position_detail.php?id=47441&keywords=&tid=0&lid=0,TME-全民K歌数据分析产品经理,深圳
产品/项目类,3,2019-03-13,position_detail.php?id=47431&keywords=&tid=0&lid=0,21090-高级游戏策划（深圳）,深圳
产品/项目类,1,2019-03-13,position_detail.php?id=47432&keywords=&tid=0&lid=0,21090-高级商业分析（深圳）,深圳
产品/项目类,1,2019-03-13,position_detail.php?id=47433&keywords=&tid=0&lid=0,21090-高级游戏运营（深圳）,深圳
内容编辑类,1,2019-03-13,position_detail.php?id=47435&keywords=&tid=0&lid=0,17759-腾讯视频艺术频道运营经理,北京
内容编辑类,2,2019-03-13,position_detail.php?id=47436&keywords=&tid=0&lid=0,29912-微视音乐内容运营,北京
技术类,1,2019-03-13,position_detail.php?id=47423&keywords=&tid=0&lid=0,TEG02-网络运维工程师,深圳
产品/项目类,1,2019-03-13,position_detail.php?id=47424&keywords=&tid=0&lid=0,26699-智慧零售高级产品策划经理（深圳）,深圳
产品/项目类,1,2019-03-13,position_detail.php?id=47426&keywords=&tid=0&lid=0,30622-腾讯广告Q系流量商业化产品经理（深圳）,深圳
技术类,1,2019-03-13,position_detail.php?id=47428&keywords=&tid=0&lid=0,30628-腾讯广告算法高级工程师（研发中心-深圳）,深圳
技术类,2,2019-03-13,position_detail.php?id=47429&keywords=&tid=0&lid=0,21527-腾讯音乐PHP应用开发工程师（深圳）,深圳
产品/项目类,1,2019-03-13,position_detail.php?id=47430&keywords=&tid=0&lid=0,21089-高级运营经理,深圳
产品/项目类,1,2019-03-13,position_detail.php?id=47417&keywords=&tid=0&lid=0,26563-平台内容运营,深圳
产品/项目类,1,2019-03-13,position_detail.php?id=47418&keywords=&tid=0&lid=0,26563-游戏平台（WeGame）产品策划,深圳
技术类,1,2019-03-13,position_detail.php?id=47419&keywords=&tid=0&lid=0,27092-用户增长后台开发工程师（深圳）,深圳
技术类,1,2019-03-13,position_detail.php?id=47420&keywords=&tid=0&lid=0,TME-全民K歌Android开发工程师,深圳
产品/项目类,1,2019-03-13,position_detail.php?id=47421&keywords=&tid=0&lid=0,23671-企鹅号Howto品类产品运营（深圳）,深圳
技术类,2,2019-03-13,position_detail.php?id=47411&keywords=&tid=0&lid=0,22989-腾讯云资深运营开发工程师（深圳）,深圳
职能类,1,2019-03-13,position_detail.php?id=47412&keywords=&tid=0&lid=0,15774-业务流程管理经理（深圳）,深圳
产品/项目类,1,2019-03-13,position_detail.php?id=47413&keywords=&tid=0&lid=0,15612-MMORPG剧情策划师（北京）,北京
产品/项目类,1,2019-03-13,position_detail.php?id=47414&keywords=&tid=0&lid=0,15612-资深数值策划（北京）,北京
产品/项目类,1,2019-03-13,position_detail.php?id=47415&keywords=&tid=0&lid=0,15612-资深系统策划（北京）,北京
产品/项目类,1,2019-03-13,position_detail.php?id=47416&keywords=&tid=0&lid=0,26563-数据分析（深圳）,深圳
产品/项目类,1,2019-03-13,position_detail.php?id=47405&keywords=&tid=0&lid=0,30622-腾讯广告QQ系流量品牌类广告运营经理（深圳/上海）（深圳总部）,深圳
产品/项目类,1,2019-03-13,position_detail.php?id=47406&keywords=&tid=0&lid=0,30622-腾讯广告QQ系流量品牌类广告运营经理（深圳/上海）（上海）,上海
技术类,1,2019-03-13,position_detail.php?id=47407&keywords=&tid=0&lid=0,22090-天天快报-推荐算法工程师（北京）,北京
技术类,1,2019-03-13,position_detail.php?id=47408&keywords=&tid=0&lid=0,TEG06-高级运维工程师（深圳）,深圳
市场类,1,2019-03-13,position_detail.php?id=47410&keywords=&tid=0&lid=0,30631- 腾讯广告媒介管理经理（北京）,北京
技术类,1,2019-03-13,position_detail.php?id=47396&keywords=&tid=0&lid=0,PCG11-后台开发工程师（北京）,北京
技术类,1,2019-03-13,position_detail.php?id=47397&keywords=&tid=0&lid=0,PCG11-后台开发工程师（北京）,北京
产品/项目类,1,2019-03-13,position_detail.php?id=47398&keywords=&tid=0&lid=0,TEG12-IDC产品售前经理（深圳）,深圳
产品/项目类,1,2019-03-13,position_detail.php?id=47399&keywords=&tid=0&lid=0,30934-海外游戏高级业务规划经理,深圳
产品/项目类,1,2019-03-13,position_detail.php?id=47400&keywords=&tid=0&lid=0,30934-海外游戏数据运营资深经理,深圳
技术类,2,2019-03-13,position_detail.php?id=47401&keywords=&tid=0&lid=0,28481-高级前端开发工程师,深圳
市场类,1,2019-03-13,position_detail.php?id=47391&keywords=&tid=0&lid=0,23872-CRM组成员,深圳
产品/项目类,1,2019-03-13,position_detail.php?id=47393&keywords=&tid=0&lid=0,29912-高级产品运营,深圳
产品/项目类,1,2019-03-13,position_detail.php?id=47394&keywords=&tid=0&lid=0,22989-数据产品专家/高级数据产品经理,深圳
技术类,1,2019-03-13,position_detail.php?id=47395&keywords=&tid=0&lid=0,PCG11-后台开发工程师（北京）,北京
产品/项目类,1,2019-03-13,position_detail.php?id=47385&keywords=&tid=0&lid=0,30934-商业化策划,深圳
产品/项目类,1,2019-03-13,position_detail.php?id=47386&keywords=&tid=0&lid=0,30622-腾讯广告QQ系流量效果类广告运营经理（深圳）,深圳
技术类,1,2019-03-13,position_detail.php?id=47387&keywords=&tid=0&lid=0,30623-腾讯广告联盟广告Android高级架构师（北京）,北京
职能类,2,2019-03-13,position_detail.php?id=47388&keywords=&tid=0&lid=0,21530-腾讯音乐高级招聘经理(深圳),深圳
技术类,2,2019-03-13,position_detail.php?id=47380&keywords=&tid=0&lid=0,22989-腾讯云serverless运营开发工程师（成都）,成都
技术类,2,2019-03-13,position_detail.php?id=47381&keywords=&tid=0&lid=0,22989-云计算规划架构师,深圳
技术类,2,2019-03-13,position_detail.php?id=47382&keywords=&tid=0&lid=0,22989-云技术架构师,深圳
技术类,2,2019-03-13,position_detail.php?id=47383&keywords=&tid=0&lid=0,22989-服务器技术工程师,深圳
产品/项目类,1,2019-03-13,position_detail.php?id=47384&keywords=&tid=0&lid=0,30934-海外产品策划高级经理 ,深圳
技术类,1,2019-03-13,position_detail.php?id=47374&keywords=&tid=0&lid=0,18436-NLP算法研究员（深圳）,深圳
设计类,1,2019-03-13,position_detail.php?id=47375&keywords=&tid=0&lid=0,29923-用户研究员,深圳
产品/项目类,1,2019-03-13,position_detail.php?id=47376&keywords=&tid=0&lid=0,30934-资深日本社区运营,深圳
产品/项目类,1,2019-03-13,position_detail.php?id=47377&keywords=&tid=0&lid=0,30934-SLG海外手游运营策划,深圳
产品/项目类,1,2019-03-13,position_detail.php?id=47378&keywords=&tid=0&lid=0,30934-资深手游数据挖掘分析师,深圳
技术类,2,2019-03-13,position_detail.php?id=47379&keywords=&tid=0&lid=0,22989-腾讯云serverless运营开发工程师（深圳总部）,深圳
技术类,1,2019-03-13,position_detail.php?id=47369&keywords=&tid=0&lid=0,29777-金融云资管行业售前架构师（北上深）（北京）,北京
技术类,1,2019-03-13,position_detail.php?id=47370&keywords=&tid=0&lid=0,29777-金融云资管行业售前架构师（北上深）（上海）,上海
产品/项目类,1,2019-03-13,position_detail.php?id=47371&keywords=&tid=0&lid=0,29777-金融资管行业产品经理（北上深）（深圳总部）,深圳
产品/项目类,1,2019-03-13,position_detail.php?id=47372&keywords=&tid=0&lid=0,29777-金融资管行业产品经理（北上深）（北京）,北京
产品/项目类,1,2019-03-13,position_detail.php?id=47373&keywords=&tid=0&lid=0,29777-金融资管行业产品经理（北上深）（上海）,上海
设计类,1,2019-03-13,position_detail.php?id=47362&keywords=&tid=0&lid=0,21882-医疗资讯产品中心—高级交互设计师（深圳）,深圳
产品/项目类,1,2019-03-13,position_detail.php?id=47363&keywords=&tid=0&lid=0,23486-证券社区运营经理（北京）,北京
技术类,2,2019-03-13,position_detail.php?id=47364&keywords=&tid=0&lid=0,CSIG07-解决方案架构师（北京/深圳）（北京）,北京
产品/项目类,1,2019-03-13,position_detail.php?id=47366&keywords=&tid=0&lid=0,25663-泛互联网行业产品副组长（电商、生活互联方向）,深圳
产品/项目类,1,2019-03-13,position_detail.php?id=47367&keywords=&tid=0&lid=0,25663-泛互联网行业产品副组长（游戏、文创方向）,深圳
技术类,1,2019-03-13,position_detail.php?id=47368&keywords=&tid=0&lid=0,29777-金融云资管行业售前架构师（北上深）（深圳总部）,深圳
